# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  746       2.961230529657e-10       3.961076597467e-12      -1.879907094273e-11       0.000000000000e+00       1.682388912808e-14       5.537411726127e-15      -4.865673853274e-16 
  747       2.973105826333e-10       3.923963602148e-12      -1.880879207837e-11       0.000000000000e+00       1.674065016649e-14       5.535322711999e-15      -4.825313101614e-16 
  748       2.984968097963e-10       3.886586207323e-12      -1.881339527246e-11       0.000000000000e+00       1.665792130875e-14       5.532941979380e-15      -4.784885719548e-16 
  749       2.996812253517e-10       3.848960855088e-12      -1.881289274611e-11       0.000000000000e+00       1.657570007141e-14       5.530268306087e-15      -4.744385647413e-16 
  750       3.008633150007e-10       3.811104170109e-12      -1.880729717483e-11       0.000000000000e+00       1.649398388618e-14       5.527300473023e-15      -4.703806753975e-16 
  751       3.020425592325e-10       3.773032960232e-12      -1.879662169041e-11       0.000000000000e+00       1.641277009952e-14       5.524037264195e-15      -4.663142836176e-16 
  752       3.032184333065e-10       3.734764217094e-12      -1.878087988277e-11       0.000000000000e+00       1.633205597231e-14       5.520477466751e-15      -4.622387618886e-16 
  753       3.043904072359e-10       3.696315116733e-12      -1.876008580184e-11       0.000000000000e+00       1.625183867946e-14       5.516619870997e-15      -4.581534754644e-16 
  754       3.055579457707e-10       3.657703020197e-12      -1.873425395942e-11       0.000000000000e+00       1.617211530959e-14       5.512463270426e-15      -4.540577823407e-16 
  755       3.067205083801e-10       3.618945474157e-12      -1.870339933107e-11       0.000000000000e+00       1.609288286461e-14       5.508006461748e-15      -4.499510332300e-16 
  756       3.078775492362e-10       3.580060211516e-12      -1.866753735795e-11       0.000000000000e+00       1.601413825939e-14       5.503248244910e-15      -4.458325715358e-16 
  757       3.090285171966e-10       3.541065152016e-12      -1.862668394871e-11       0.000000000000e+00       1.593587832138e-14       5.498187423126e-15      -4.417017333276e-16 
  758       3.101728557874e-10       3.501978402854e-12      -1.858085548136e-11       0.000000000000e+00       1.585809979028e-14       5.492822802900e-15      -4.375578473156e-16 
  759       3.113100031866e-10       3.462818259286e-12      -1.853006880513e-11       0.000000000000e+00       1.578079931763e-14       5.487153194055e-15      -4.334002348255e-16 
  760       3.124393922065e-10       3.423603205244e-12      -1.847434124234e-11       0.000000000000e+00       1.570397346646e-14       5.481177409757e-15      -4.292282097728e-16 
  761       3.135604502772e-10       3.384351913940e-12      -1.841369059028e-11       0.000000000000e+00       1.562761871094e-14       5.474894266545e-15      -4.250410786379e-16 
  762       3.146725994293e-10       3.345083248480e-12      -1.834813512305e-11       0.000000000000e+00       1.555173143602e-14       5.468302584349e-15      -4.208381404406e-16 
  763       3.157752562770e-10       3.305816262473e-12      -1.827769359349e-11       0.000000000000e+00       1.547630793704e-14       5.461401186524e-15      -4.166186867150e-16 
  764       3.168678320014e-10       3.266570200639e-12      -1.820238523496e-11       0.000000000000e+00       1.540134441938e-14       5.454188899873e-15      -4.123820014838e-16 
  765       3.179497323328e-10       3.227364499426e-12      -1.812222976331e-11       0.000000000000e+00       1.532683699811e-14       5.446664554672e-15      -4.081273612336e-16 
  766       3.190203575344e-10       3.188218787611e-12      -1.803724737866e-11       0.000000000000e+00       1.525278169758e-14       5.438826984698e-15      -4.038540348891e-16 
  767       3.200791023849e-10       3.149152886918e-12      -1.794745876733e-11       0.000000000000e+00       1.517917445113e-14       5.430675027254e-15      -3.995612837878e-16 
  768       3.211253561616e-10       3.110186812623e-12      -1.785288510367e-11       0.000000000000e+00       1.510601110065e-14       5.422207523195e-15      -3.952483616552e-16 
  769       3.221585026235e-10       3.071340774169e-12      -1.775354805196e-11       0.000000000000e+00       1.503328739626e-14       5.413423316953e-15      -3.909145145791e-16 
  770       3.231779199943e-10       3.032635175770e-12      -1.764946976827e-11       0.000000000000e+00       1.496099899595e-14       5.404321256568e-15      -3.865589809842e-16 
  771       3.241829809451e-10       2.994090617027e-12      -1.754067290232e-11       0.000000000000e+00       1.488914146518e-14       5.394900193706e-15      -3.821809916071e-16 
  772       3.251730525777e-10       2.955727893536e-12      -1.742718059934e-11       0.000000000000e+00       1.481771027655e-14       5.385158983693e-15      -3.777797694709e-16 
  773       3.261474964077e-10       2.917567997498e-12      -1.730901650198e-11       0.000000000000e+00       1.474670080942e-14       5.375096485535e-15      -3.733545298599e-16 
  774       3.271056683471e-10       2.879632118327e-12      -1.718620475213e-11       0.000000000000e+00       1.467610834954e-14       5.364711561947e-15      -3.689044802942e-16 
  775       3.280469186876e-10       2.841941643266e-12      -1.705876999283e-11       0.000000000000e+00       1.460592808872e-14       5.354003079380e-15      -3.644288205045e-16 
  776       3.289705920836e-10       2.804518157992e-12      -1.692673737012e-11       0.000000000000e+00       1.453615512442e-14       5.342969908044e-15      -3.599267424069e-16 
  777       3.298760275352e-10       2.767383447229e-12      -1.679013253489e-11       0.000000000000e+00       1.446678445941e-14       5.331610921937e-15      -3.553974300775e-16 
  778       3.307626292637e-10       2.730557743367e-12      -1.664898822914e-11       0.000000000000e+00       1.439781164663e-14       5.319926091063e-15      -3.508403533181e-16 
  779       3.316300808317e-10       2.694054435084e-12      -1.650336417620e-11       0.000000000000e+00       1.432923473769e-14       5.307919780504e-15      -3.462561544426e-16 
  780       3.324781350050e-10       2.657885260705e-12      -1.635332756720e-11       0.000000000000e+00       1.426105237020e-14       5.295597513269e-15      -3.416457780706e-16 
  781       3.333065432204e-10       2.622062051463e-12      -1.619894651367e-11       0.000000000000e+00       1.419326312560e-14       5.282964883942e-15      -3.370101790752e-16 
  782       3.341150555831e-10       2.586596731767e-12      -1.604029005071e-11       0.000000000000e+00       1.412586552894e-14       5.270027558933e-15      -3.323503226164e-16 
  783       3.349034208632e-10       2.551501319460e-12      -1.587742814018e-11       0.000000000000e+00       1.405885804861e-14       5.256791276709e-15      -3.276671841735e-16 
  784       3.356713864934e-10       2.516787926084e-12      -1.571043167386e-11       0.000000000000e+00       1.399223909615e-14       5.243261848047e-15      -3.229617495780e-16 
  785       3.364186985654e-10       2.482468757144e-12      -1.553937247664e-11       0.000000000000e+00       1.392600702598e-14       5.229445156270e-15      -3.182350150468e-16 
  786       3.371451018274e-10       2.448556112373e-12      -1.536432330965e-11       0.000000000000e+00       1.386016013520e-14       5.215347157490e-15      -3.134879872144e-16 
  787       3.378503396809e-10       2.415062385989e-12      -1.518535787351e-11       0.000000000000e+00       1.379469666329e-14       5.200973880852e-15      -3.087216831663e-16 
  788       3.385341541779e-10       2.382000066968e-12      -1.500255081141e-11       0.000000000000e+00       1.372961479195e-14       5.186331428775e-15      -3.039371304716e-16 
  789       3.391962860178e-10       2.349381739297e-12      -1.481597771236e-11       0.000000000000e+00       1.366491264480e-14       5.171425977197e-15      -2.991353672158e-16 
  790       3.398364745444e-10       2.317220082245e-12      -1.462571511432e-11       0.000000000000e+00       1.360058828719e-14       5.156263775811e-15      -2.943174420335e-16 
  791       3.404544577432e-10       2.285527870623e-12      -1.443184050738e-11       0.000000000000e+00       1.353663972592e-14       5.140851148316e-15      -2.894844141418e-16 
  792       3.410499722380e-10       2.254317975048e-12      -1.423443233696e-11       0.000000000000e+00       1.347306490907e-14       5.125194492651e-15      -2.846373533725e-16 
  793       3.416227532884e-10       2.223603362206e-12      -1.403357000695e-11       0.000000000000e+00       1.340986172568e-14       5.109300281243e-15      -2.797773402051e-16 
  794       3.421725347867e-10       2.193397095116e-12      -1.382933388288e-11       0.000000000000e+00       1.334702800557e-14       5.093175061246e-15      -2.749054657998e-16 
  795       3.426990492547e-10       2.163712333392e-12      -1.362180529513e-11       0.000000000000e+00       1.328456151909e-14       5.076825454787e-15      -2.700228320304e-16 
  796       3.432020278410e-10       2.134562333507e-12      -1.341106654207e-11       0.000000000000e+00       1.322245997690e-14       5.060258159203e-15      -2.651305515168e-16 
  797       3.436812003178e-10       2.105960449058e-12      -1.319720089325e-11       0.000000000000e+00       1.316072102967e-14       5.043479947289e-15      -2.602297476580e-16 
  798       3.441362950784e-10       2.077920131027e-12      -1.298029259255e-11       0.000000000000e+00       1.309934226795e-14       5.026497667535e-15      -2.553215546651e-16 
  799       3.445670391336e-10       2.050454928045e-12      -1.276042686140e-11       0.000000000000e+00       1.303832122182e-14       5.009318244372e-15      -2.504071175937e-16 
  800       3.449731581093e-10       2.023578486655e-12      -1.253768990189e-11       0.000000000000e+00       1.297765536074e-14       4.991948678413e-15      -2.454875923772e-16 
  801       3.453543762433e-10       1.997304551576e-12      -1.231216890001e-11       0.000000000000e+00       1.291734209328e-14       4.974396046697e-15      -2.405641458596e-16 
  802       3.457104163820e-10       1.971646965967e-12      -1.208395202875e-11       0.000000000000e+00       1.285737876687e-14       4.956667502927e-15      -2.356379558277e-16 
  803       3.460409999783e-10       1.946619671688e-12      -1.185312845134e-11       0.000000000000e+00       1.279776266758e-14       4.938770277717e-15      -2.307102110450e-16 
  804       3.463458470878e-10       1.922236709566e-12      -1.161978832440e-11       0.000000000000e+00       1.273849101990e-14       4.920711678832e-15      -2.257821112834e-16 
  805       3.466246763661e-10       1.898512219657e-12      -1.138402280107e-11       0.000000000000e+00       1.267956098647e-14       4.902499091429e-15      -2.208548673570e-16 
  806       3.468772050661e-10       1.875460441507e-12      -1.114592403427e-11       0.000000000000e+00       1.262096966786e-14       4.884139978305e-15      -2.159297011541e-16 
  807       3.471031490347e-10       1.853095714421e-12      -1.090558517979e-11       0.000000000000e+00       1.256271410235e-14       4.865641880130e-15      -2.110078456708e-16 
  808       3.473022227100e-10       1.831432477722e-12      -1.066310039951e-11       0.000000000000e+00       1.250479126565e-14       4.847012415699e-15      -2.060905450434e-16 
  809       3.474741391184e-10       1.810485271013e-12      -1.041856486455e-11       0.000000000000e+00       1.244719807071e-14       4.828259282167e-15      -2.011790545811e-16 
  810       3.476186098714e-10       1.790268734445e-12      -1.017207475847e-11       0.000000000000e+00       1.238993136747e-14       4.809390255297e-15      -1.962746407992e-16 
  811       3.477353451629e-10       1.770797608978e-12      -9.923727280424e-12       0.000000000000e+00       1.233298794259e-14       4.790413189696e-15      -1.913785814518e-16 
  812       3.478240537660e-10       1.752086736642e-12      -9.673620648316e-12       0.000000000000e+00       1.227636451928e-14       4.771336019064e-15      -1.864921655644e-16 
  813       3.478844430302e-10       1.734151060807e-12      -9.421854102010e-12       0.000000000000e+00       1.222005775700e-14       4.752166756431e-15      -1.816166934673e-16 
  814       3.479162188786e-10       1.717005626436e-12      -9.168527906479e-12       0.000000000000e+00       1.216406425125e-14       4.732913494402e-15      -1.767534768278e-16 
  815       3.479190858045e-10       1.700665580359e-12      -8.913743354986e-12       0.000000000000e+00       1.210838053335e-14       4.713584405400e-15      -1.719038386832e-16 
  816       3.478927468687e-10       1.685146171530e-12      -8.657602772256e-12       0.000000000000e+00       1.205300307016e-14       4.694187741904e-15      -1.670691134741e-16 
  817       3.478369709485e-10       1.670460327191e-12      -8.400205946247e-12       0.000000000000e+00       1.199792870864e-14       4.674730289605e-15      -1.622504447392e-16 
  818       3.477517958068e-10       1.656611333366e-12      -8.141639347192e-12       0.000000000000e+00       1.194315601849e-14       4.655212696060e-15      -1.574481741732e-16 
  819       3.476373286446e-10       1.643600024144e-12      -7.881986722276e-12       0.000000000000e+00       1.188868397302e-14       4.635634059077e-15      -1.526624417216e-16 
  820       3.474936791863e-10       1.631427193767e-12      -7.621332652115e-12       0.000000000000e+00       1.183451150640e-14       4.615993466209e-15      -1.478933869258e-16 
  821       3.473209596893e-10       1.620093596455e-12      -7.359762553287e-12       0.000000000000e+00       1.178063751348e-14       4.596289994717e-15      -1.431411489191e-16 
  822       3.471192849528e-10       1.609599946231e-12      -7.097362680865e-12       0.000000000000e+00       1.172706084969e-14       4.576522711538e-15      -1.384058664240e-16 
  823       3.468887723269e-10       1.599946916755e-12      -6.834220130947e-12       0.000000000000e+00       1.167378033084e-14       4.556690673246e-15      -1.336876777480e-16 
  824       3.466295417222e-10       1.591135141147e-12      -6.570422843188e-12       0.000000000000e+00       1.162079473298e-14       4.536792926020e-15      -1.289867207803e-16 
  825       3.463417156181e-10       1.583165211820e-12      -6.306059603333e-12       0.000000000000e+00       1.156810279224e-14       4.516828505605e-15      -1.243031329887e-16 
  826       3.460254190728e-10       1.576037680301e-12      -6.041220045749e-12       0.000000000000e+00       1.151570320466e-14       4.496796437281e-15      -1.196370514154e-16 
  827       3.456807797315e-10       1.569753057066e-12      -5.775994655955e-12       0.000000000000e+00       1.146359462608e-14       4.476695735820e-15      -1.149886126743e-16 
  828       3.453079278365e-10       1.564311811366e-12      -5.510474773154e-12       0.000000000000e+00       1.141177567191e-14       4.456525405461e-15      -1.103579529467e-16 
  829       3.449069962355e-10       1.559714371052e-12      -5.244752592766e-12       0.000000000000e+00       1.136024491705e-14       4.436284439865e-15      -1.057452079783e-16 
  830       3.444781203910e-10       1.555961122406e-12      -4.978921168960e-12       0.000000000000e+00       1.130900089569e-14       4.415971822084e-15      -1.011505130758e-16 
  831       3.440214383896e-10       1.553052409970e-12      -4.713074417182e-12       0.000000000000e+00       1.125804210113e-14       4.395586524525e-15      -9.657400310281e-17 
  832       3.435370909508e-10       1.550988536370e-12      -4.447307116693e-12       0.000000000000e+00       1.120736698570e-14       4.375127508915e-15      -9.201581247705e-17 
  833       3.430252214363e-10       1.549769762148e-12      -4.181714913096e-12       0.000000000000e+00       1.115697396054e-14       4.354593726264e-15      -8.747607516638e-17 
  834       3.424859758592e-10       1.549396305589e-12      -3.916394320868e-12       0.000000000000e+00       1.110686139545e-14       4.333984116830e-15      -8.295492468548e-17 
  835       3.419195028928e-10       1.549868342548e-12      -3.651442725894e-12       0.000000000000e+00       1.105702761876e-14       4.313297610086e-15      -7.845249409231e-17 
  836       3.413259538800e-10       1.551186006279e-12      -3.386958387998e-12       0.000000000000e+00       1.100747091717e-14       4.292533124680e-15      -7.396891598465e-17 
  837       3.407054828422e-10       1.553349387261e-12      -3.123040443473e-12       0.000000000000e+00       1.095818953556e-14       4.271689568403e-15      -6.950432249656e-17 
  838       3.400582464888e-10       1.556358533030e-12      -2.859788907616e-12       0.000000000000e+00       1.090918167686e-14       4.250765838151e-15      -6.505884529490e-17 
  839       3.393844042257e-10       1.560213448004e-12      -2.597304677256e-12       0.000000000000e+00       1.086044550191e-14       4.229760819893e-15      -6.063261557583e-17 
  840       3.386841181651e-10       1.564914093311e-12      -2.335689533289e-12       0.000000000000e+00       1.081197912926e-14       4.208673388631e-15      -5.622576406132e-17 
  841       3.379575531339e-10       1.570460386621e-12      -2.075046143208e-12       0.000000000000e+00       1.076378063505e-14       4.187502408371e-15      -5.183842099563e-17 
  842       3.372048766835e-10       1.576852201966e-12      -1.815478063634e-12       0.000000000000e+00       1.071584805284e-14       4.166246732078e-15      -4.747071614182e-17 
  843       3.364262590985e-10       1.584089369578e-12      -1.557089742850e-12       0.000000000000e+00       1.066817937346e-14       4.144905201650e-15      -4.312277877829e-17 
  844       3.356218734058e-10       1.592171675709e-12      -1.299986523332e-12       0.000000000000e+00       1.062077254482e-14       4.123476647877e-15      -3.879473769520e-17 
  845       3.347918953839e-10       1.601098862463e-12      -1.044274644281e-12       0.000000000000e+00       1.057362547182e-14       4.101959890407e-15      -3.448672119106e-17 
  846       3.339365035720e-10       1.610870627623e-12      -7.900612441506e-13       0.000000000000e+00       1.052673601613e-14       4.080353737710e-15      -3.019885706917e-17 
  847       3.330558792790e-10       1.621486624480e-12      -5.374543631866e-13       0.000000000000e+00       1.048010199607e-14       4.058656987044e-15      -2.593127263415e-17 
  848       3.321502065926e-10       1.632946461659e-12      -2.865629459521e-13       0.000000000000e+00       1.043372118643e-14       4.036868424418e-15      -2.168409468842e-17 
  849       3.312196723887e-10       1.645249702949e-12      -3.749684386213e-14       0.000000000000e+00       1.038759131834e-14       4.014986824556e-15      -1.745744952874e-17 
  850       3.302644663400e-10       1.658395867132e-12       2.096331822851e-13       0.000000000000e+00       1.034171007909e-14       3.993010950865e-15      -1.325146294267e-17 
  851       3.292847809256e-10       1.672384427806e-12       4.547154597764e-13       0.000000000000e+00       1.029607511198e-14       3.970939555395e-15      -9.066260205091e-18 
  852       3.282808114398e-10       1.687214813219e-12       6.976374014520e-13       0.000000000000e+00       1.025068401618e-14       3.948771378805e-15      -4.901966074715e-18 
  853       3.272527560015e-10       1.702886406093e-12       9.382855031736e-13       0.000000000000e+00       1.020553434654e-14       3.926505150330e-15      -7.587047905664e-19 
  854       3.262008155630e-10       1.719398543456e-12       1.176545341293e-12       0.000000000000e+00       1.016062361348e-14       3.904139587742e-15       3.363399931504e-18 
  855       3.251251939193e-10       1.736750516466e-12       1.412301570120e-12       0.000000000000e+00       1.011594928278e-14       3.881673397317e-15       7.464224902318e-18 
  856       3.240261243593e-10       1.754939943969e-12       1.645449143306e-12       0.000000000000e+00       1.007150908657e-14       3.859105911006e-15       1.154357266651e-17 
  857       3.229039500988e-10       1.773957863117e-12       1.875927192856e-12       0.000000000000e+00       1.002730196230e-14       3.836439009933e-15       1.560094571889e-17 
  858       3.217590452370e-10       1.793793554697e-12       2.103685722809e-12       0.000000000000e+00       9.983327129470e-15       3.813675233627e-15       1.963576844489e-17 
  859       3.205917882524e-10       1.814436161370e-12       2.328674436986e-12       0.000000000000e+00       9.939583779834e-15       3.790817145854e-15       2.364746155930e-17 
  860       3.194025620160e-10       1.835874687241e-12       2.550842738290e-12       0.000000000000e+00       9.896071077335e-15       3.767867334688e-15       2.763544209751e-17 
  861       3.181917538051e-10       1.858097997417e-12       2.770139728013e-12       0.000000000000e+00       9.852788157977e-15       3.744828412580e-15       3.159912340680e-17 
  862       3.169597553164e-10       1.881094817569e-12       2.986514205140e-12       0.000000000000e+00       9.809734129729e-15       3.721703016424e-15       3.553791513759e-17 
  863       3.157069626796e-10       1.904853733494e-12       3.199914665654e-12       0.000000000000e+00       9.766908072411e-15       3.698493807627e-15       3.945122323471e-17 
  864       3.144337764713e-10       1.929363190681e-12       3.410289301836e-12       0.000000000000e+00       9.724309037596e-15       3.675203472179e-15       4.333844992863e-17 
  865       3.131406017276e-10       1.954611493865e-12       3.617586001575e-12       0.000000000000e+00       9.681936048501e-15       3.651834720720e-15       4.719899372677e-17 
  866       3.118278479584e-10       1.980586806599e-12       3.821752347669e-12       0.000000000000e+00       9.639788099880e-15       3.628390288611e-15       5.103224940475e-17 
  867       3.104959291603e-10       2.007277150808e-12       4.022735617130e-12       0.000000000000e+00       9.597864157922e-15       3.604872936000e-15       5.483760799763e-17 
  868       3.091452638307e-10       2.034670406352e-12       4.220482780487e-12       0.000000000000e+00       9.556163160144e-15       3.581285447891e-15       5.861445679119e-17 
  869       3.077762749804e-10       2.062754310595e-12       4.414940501093e-12       0.000000000000e+00       9.514684015284e-15       3.557630634216e-15       6.236217931322e-17 
  870       3.063893901479e-10       2.091516457958e-12       4.606055134426e-12       0.000000000000e+00       9.473425603197e-15       3.533911329900e-15       6.608015532472e-17 
  871       3.049850414124e-10       2.120944299485e-12       4.793772727396e-12       0.000000000000e+00       9.432386774750e-15       3.510130394931e-15       6.976776081122e-17 
  872       3.035636654073e-10       2.151025142408e-12       4.978039017646e-12       0.000000000000e+00       9.391566351714e-15       3.486290714430e-15       7.342436797403e-17 
  873       3.021257033340e-10       2.181746149703e-12       5.158799432862e-12       0.000000000000e+00       9.350963126662e-15       3.462395198719e-15       7.704934522147e-17 
  874       3.006716009750e-10       2.213094339656e-12       5.335999090070e-12       0.000000000000e+00       9.310575862859e-15       3.438446783387e-15       8.064205716019e-17 
  875       2.992018087075e-10       2.245056585425e-12       5.509582794945e-12       0.000000000000e+00       9.270403294160e-15       3.414448429365e-15       8.420186458638e-17 
  876       2.977167815169e-10       2.277619614600e-12       5.679495041115e-12       0.000000000000e+00       9.230444124905e-15       3.390403122986e-15       8.772812447706e-17 
  877       2.962169790103e-10       2.310770008766e-12       5.845680009462e-12       0.000000000000e+00       9.190697029809e-15       3.366313876065e-15       9.122018998136e-17 
  878       2.947028654299e-10       2.344494203067e-12       6.008081567431e-12       0.000000000000e+00       9.151160653860e-15       3.342183725955e-15       9.467741041173e-17 
  879       2.931749096665e-10       2.378778485764e-12       6.166643268329e-12       0.000000000000e+00       9.111833612214e-15       3.318015735626e-15       9.809913123526e-17 
  880       2.916335852730e-10       2.413608997799e-12       6.321308350636e-12       0.000000000000e+00       9.072714490087e-15       3.293812993730e-15       1.014846940649e-16 
  881       2.900793704777e-10       2.448971732360e-12       6.472019737300e-12       0.000000000000e+00       9.033801842650e-15       3.269578614668e-15       1.048334366508e-16 
  882       2.885127481982e-10       2.484852534438e-12       6.618720035051e-12       0.000000000000e+00       8.995094194926e-15       3.245315738660e-15       1.081446928714e-16 
  883       2.869342060543e-10       2.521237100392e-12       6.761351533698e-12       0.000000000000e+00       8.956590041679e-15       3.221027531817e-15       1.114177927250e-16 
  884       2.853442363819e-10       2.558110977510e-12       6.899856205436e-12       0.000000000000e+00       8.918287847317e-15       3.196717186205e-15       1.146520623206e-16 
  885       2.837433362464e-10       2.595459563572e-12       7.034175704152e-12       0.000000000000e+00       8.880186045776e-15       3.172387919914e-15       1.178468238695e-16 
  886       2.821320074559e-10       2.633268106410e-12       7.164251364727e-12       0.000000000000e+00       8.842283040423e-15       3.148042977132e-15       1.210013956766e-16 
  887       2.805107565750e-10       2.671521703473e-12       7.290024202338e-12       0.000000000000e+00       8.804577203946e-15       3.123685628207e-15       1.241150921312e-16 
  888       2.788800949382e-10       2.710205301387e-12       7.411434911767e-12       0.000000000000e+00       8.767066878250e-15       3.099319169721e-15       1.271872236989e-16 
  889       2.772405386633e-10       2.749303695517e-12       7.528423866705e-12       0.000000000000e+00       8.729750374352e-15       3.074946924555e-15       1.302170969125e-16 
  890       2.755926086647e-10       2.788801529530e-12       7.640931119050e-12       0.000000000000e+00       8.692625972273e-15       3.050572241961e-15       1.332040143631e-16 
  891       2.739368306673e-10       2.828683294956e-12       7.748896398219e-12       0.000000000000e+00       8.655691920935e-15       3.026198497627e-15       1.361472746917e-16 
  892       2.722737352196e-10       2.868933330751e-12       7.852259110447e-12       0.000000000000e+00       8.618946438054e-15       3.001829093750e-15       1.390461725804e-16 
  893       2.706038577073e-10       2.909535822858e-12       7.950958338094e-12       0.000000000000e+00       8.582387710035e-15       2.977467459101e-15       1.418999987436e-16 
  894       2.689277383670e-10       2.950474803770e-12       8.044932838949e-12       0.000000000000e+00       8.546013891867e-15       2.953117049096e-15       1.447080399192e-16 
  895       2.672458980877e-10       2.991734297835e-12       8.134133063875e-12       0.000000000000e+00       8.509823327746e-15       2.928781054496e-15       1.474698005971e-16 
  896       2.655587653576e-10       3.033298760645e-12       8.218557425992e-12       0.000000000000e+00       8.473815217107e-15       2.904461522159e-15       1.501856721861e-16 
  897       2.638667481525e-10       3.075152645946e-12       8.298216621762e-12       0.000000000000e+00       8.437988959251e-15       2.880160220081e-15       1.528562747456e-16 
  898       2.621702580496e-10       3.117280260130e-12       8.373121667368e-12       0.000000000000e+00       8.402343933521e-15       2.855878927490e-15       1.554822362621e-16 
  899       2.604697102364e-10       3.159665761814e-12       8.443283899816e-12       0.000000000000e+00       8.366879499236e-15       2.831619434872e-15       1.580641926734e-16 
  900       2.587655235216e-10       3.202293161431e-12       8.508714978041e-12       0.000000000000e+00       8.331594995613e-15       2.807383543993e-15       1.606027878937e-16 
  901       2.570581203440e-10       3.245146320807e-12       8.569426884010e-12       0.000000000000e+00       8.296489741698e-15       2.783173067928e-15       1.630986738375e-16 
  902       2.553479267831e-10       3.288208952750e-12       8.625431923820e-12       0.000000000000e+00       8.261563036292e-15       2.758989831084e-15       1.655525104441e-16 
  903       2.536353725686e-10       3.331464620631e-12       8.676742728805e-12       0.000000000000e+00       8.226814157879e-15       2.734835669225e-15       1.679649657023e-16 
  904       2.519208910903e-10       3.374896737967e-12       8.723372256638e-12       0.000000000000e+00       8.192242364552e-15       2.710712429497e-15       1.703367156746e-16 
  905       2.502049194078e-10       3.418488568010e-12       8.765333792431e-12       0.000000000000e+00       8.157846893945e-15       2.686621970456e-15       1.726684445217e-16 
  906       2.484878982606e-10       3.462223223325e-12       8.802640949841e-12       0.000000000000e+00       8.123626963154e-15       2.662566162089e-15       1.749608445271e-16 
  907       2.467702720779e-10       3.506083665375e-12       8.835307672171e-12       0.000000000000e+00       8.089581768669e-15       2.638546885842e-15       1.772146161213e-16 
  908       2.450524889882e-10       3.550052704108e-12       8.863348233473e-12       0.000000000000e+00       8.055710486300e-15       2.614566034643e-15       1.794304679065e-16 
  909       2.433350008296e-10       3.594112997539e-12       8.886777239652e-12       0.000000000000e+00       8.022012271105e-15       2.590625512929e-15       1.816091166807e-16 
  910       2.416182631592e-10       3.638247051331e-12       8.905609629563e-12       0.000000000000e+00       7.988486257316e-15       2.566727236672e-15       1.837512874625e-16 
  911       2.399027352632e-10       3.682437218385e-12       8.919860676124e-12       0.000000000000e+00       7.955131558269e-15       2.542873133401e-15       1.858577135154e-16 
  912       2.381888801666e-10       3.726665698417e-12       8.929545987407e-12       0.000000000000e+00       7.921947266329e-15       2.519065142229e-15       1.879291363722e-16 
  913       2.364771646433e-10       3.770914537547e-12       8.934681507751e-12       0.000000000000e+00       7.888932452820e-15       2.495305213878e-15       1.899663058595e-16 
  914       2.347680592257e-10       3.815165627880e-12       8.935283518858e-12       0.000000000000e+00       7.856086167950e-15       2.471595310704e-15       1.919699801221e-16 
  915       2.330620382145e-10       3.859400707092e-12       8.931368640896e-12       0.000000000000e+00       7.823407440739e-15       2.447937406722e-15       1.939409256475e-16 
  916       2.313595796888e-10       3.903601358012e-12       8.922953833607e-12       0.000000000000e+00       7.790895278948e-15       2.424333487633e-15       1.958799172905e-16 
  917       2.296611655160e-10       3.947749008206e-12       8.910056397403e-12       0.000000000000e+00       7.758548669005e-15       2.400785550845e-15       1.977877382970e-16 
  918       2.279672813611e-10       3.991824929562e-12       8.892693974473e-12       0.000000000000e+00       7.726366575933e-15       2.377295605503e-15       1.996651803294e-16 
  919       2.262784166972e-10       4.035810237872e-12       8.870884549885e-12       0.000000000000e+00       7.694347943278e-15       2.353865672510e-15       2.015130434902e-16 
  920       2.245950648151e-10       4.079685892419e-12       8.844646452687e-12       0.000000000000e+00       7.662491693034e-15       2.330497784555e-15       2.033321363471e-16 
  921       2.229177228330e-10       4.123432695557e-12       8.813998357010e-12       0.000000000000e+00       7.630796725575e-15       2.307193986136e-15       2.051232759568e-16 
  922       2.212468917064e-10       4.167031292297e-12       8.778959283175e-12       0.000000000000e+00       7.599261919579e-15       2.283956333587e-15       2.068872878901e-16 
  923       2.195830762382e-10       4.210462169891e-12       8.739548598787e-12       0.000000000000e+00       7.567886131954e-15       2.260786895103e-15       2.086250062558e-16 
  924       2.179267850883e-10       4.253705657415e-12       8.695786019847e-12       0.000000000000e+00       7.536668197771e-15       2.237687750764e-15       2.103372737255e-16 
  925       2.162785307835e-10       4.296741925354e-12       8.647691611848e-12       0.000000000000e+00       7.505606930187e-15       2.214660992559e-15       2.120249415579e-16 
  926       2.146388297273e-10       4.339550985184e-12       8.595285790882e-12       0.000000000000e+00       7.474701120374e-15       2.191708724415e-15       2.136888696232e-16 
  927       2.130082022101e-10       4.382112688956e-12       8.538589324740e-12       0.000000000000e+00       7.443949537445e-15       2.168833062220e-15       2.153299264277e-16 
